id,text,loc,sentiment,aspects,conf,time
2020,The traffic is extremely bad. . The nikashi is extremely bad.,Dum Dum,Negative,"Transit,Hygiene",97.6%,06:55 PM
2021,The surface is extremely bad. . The paribahan is extremely bad.,Garia,Negative,"Roads,Transit",98.0%,06:55 PM
2022,The garbage is extremely bad.,Tollygunge,Negative,Hygiene,94.3%,06:55 PM
2023,The drain is extremely bad. . The lane is extremely bad. . The toto is extremely bad.,Newtown,Negative,"Hygiene,Roads,Transit",97.3%,06:55 PM
2024,The bhoy is very good.,Behala,Positive,Safety,96.4%,06:55 PM
2025,The auto is extremely bad.,Newtown,Negative,Transit,94.7%,06:55 PM
2026,The paribahan is very good. . The dar is very good. . The flyover is very good.,Salt Lake,Positive,"Transit,Safety,Roads",94.2%,06:55 PM
2027,The surface is extremely bad.,Sector V,Negative,Roads,94.1%,06:55 PM
2028,The police is very good.,Lake Town,Positive,Safety,99.5%,06:55 PM
2029,The kaada is very good. . The rickshaw is very good.,Garia,Positive,"Roads,Transit",95.4%,06:55 PM
2030,The phari is extremely bad. . The khana khondko is extremely bad.,Tollygunge,Negative,"Safety,Roads",99.6%,06:55 PM
2031,The nikashi is very good.,Lake Town,Positive,Hygiene,96.0%,06:55 PM
2032,The dark is very good.,Behala,Positive,Safety,94.5%,06:55 PM
2033,The metro is extremely bad. . The kachra is extremely bad.,Newtown,Negative,"Transit,Hygiene",96.4%,06:55 PM
2034,The yatayat is very good.,Behala,Positive,Transit,95.9%,06:55 PM
2035,The divider is very good. . The sewage is very good.,Jadavpur,Positive,"Roads,Hygiene",94.9%,06:55 PM
2036,The kachra is very good. . The goli is very good.,Sector V,Positive,"Hygiene,Roads",98.2%,06:55 PM
2037,The safe is extremely bad.,Lake Town,Negative,Safety,96.3%,06:55 PM
2038,The bhoy is extremely bad.,Lake Town,Negative,Safety,95.8%,06:55 PM
2039,The theft is very good.,Newtown,Positive,Safety,99.1%,06:55 PM
2040,The rickshaw is extremely bad.,Tollygunge,Negative,Transit,99.0%,06:55 PM
2041,The congestion is very good.,Dum Dum,Positive,Transit,96.6%,06:55 PM
2042,The drain is very good. . The shuttle is very good.,Kestopur,Positive,"Hygiene,Transit",99.5%,06:55 PM
2043,The goli is extremely bad.,Sector V,Negative,Roads,96.3%,06:55 PM
2044,The gaadi is extremely bad.,Tollygunge,Negative,Transit,96.1%,06:55 PM
2045,The metro is very good. . The flyover is very good.,Tollygunge,Positive,"Transit,Roads",97.4%,06:55 PM
2046,The bhid is very good.,Kestopur,Positive,Transit,97.9%,06:55 PM
2047,The janbahon is extremely bad. . The marg is extremely bad.,Newtown,Negative,"Transit,Roads",99.5%,06:55 PM
2048,The litter is extremely bad.,Jadavpur,Negative,Hygiene,98.8%,06:55 PM
2049,The stench is extremely bad.,Tollygunge,Negative,Hygiene,99.9%,06:55 PM
2050,The road is very good. . The swachh is very good.,Salt Lake,Positive,"Roads,Hygiene",97.8%,06:55 PM
2051,The porishkar is extremely bad.,Salt Lake,Negative,Hygiene,97.4%,06:55 PM
2052,The bhoy is extremely bad.,Garia,Negative,Safety,95.0%,06:55 PM
2053,The sawari is extremely bad. . The safety is extremely bad.,Salt Lake,Negative,"Transit,Safety",94.5%,06:55 PM
2054,The nirapotta is very good.,Sector V,Positive,Safety,96.4%,06:55 PM
2055,The rickshaw is very good. . The gaddha is very good.,Lake Town,Positive,"Transit,Roads",95.7%,06:55 PM
2056,The police is extremely bad.,Jadavpur,Negative,Safety,98.4%,06:55 PM
2057,The kudedan is extremely bad. . The rickshaw is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",95.6%,06:55 PM
2058,The traffic is extremely bad. . The marg is extremely bad.,Dum Dum,Negative,"Transit,Roads",96.6%,06:55 PM
2059,The auto is extremely bad.,Tollygunge,Negative,Transit,95.7%,06:55 PM
2060,The bhoy is very good.,Lake Town,Positive,Safety,95.7%,06:55 PM
2061,The bhid is extremely bad. . The nongra is extremely bad.,Jadavpur,Negative,"Transit,Hygiene",96.9%,06:55 PM
2062,The road is extremely bad. . The ganda is extremely bad. . The traffic is extremely bad.,Lake Town,Negative,"Roads,Hygiene,Transit",96.1%,06:55 PM
2063,The rickshaw is extremely bad. . The police is extremely bad. . The highway is extremely bad.,Tollygunge,Negative,"Transit,Safety,Roads",94.9%,06:55 PM
2064,The gaddha is very good. . The gaadi is very good.,Garia,Positive,"Roads,Transit",99.6%,06:55 PM
2065,The lighting is very good. . The auto is very good.,Lake Town,Positive,"Safety,Transit",98.9%,06:55 PM
2066,The police is extremely bad.,Sector V,Negative,Safety,97.3%,06:55 PM
2067,The lighting is very good.,Tollygunge,Positive,Safety,99.6%,06:55 PM
2068,The sewage is extremely bad. . The frequency is extremely bad.,Garia,Negative,"Hygiene,Transit",98.8%,06:55 PM
2069,The metro is extremely bad. . The dustbin is extremely bad.,Newtown,Negative,"Transit,Hygiene",96.5%,06:55 PM
2070,The auto is very good.,Salt Lake,Positive,Transit,94.3%,06:55 PM
2071,The safai is extremely bad. . The road is extremely bad.,Salt Lake,Negative,"Hygiene,Roads",99.3%,06:55 PM
2072,The raksha is extremely bad.,Newtown,Negative,Safety,97.4%,06:55 PM
2073,The safe is extremely bad.,Newtown,Negative,Safety,98.7%,06:55 PM
2074,The yatayat is very good. . The safety is very good.,Kestopur,Positive,"Transit,Safety",94.5%,06:55 PM
2075,The congestion is very good.,Salt Lake,Positive,Transit,99.2%,06:55 PM
2076,The phari is extremely bad.,Dum Dum,Negative,Safety,96.2%,06:55 PM
2077,The path is extremely bad.,Tollygunge,Negative,Roads,95.9%,06:55 PM
2078,The dakat is extremely bad.,Newtown,Negative,Safety,96.3%,06:55 PM
2079,The naali is extremely bad.,Behala,Negative,Hygiene,99.7%,06:55 PM
2080,The bus is extremely bad.,Garia,Negative,Transit,94.7%,06:55 PM
2081,The khof is extremely bad. . The commute is extremely bad. . The path is extremely bad.,Dum Dum,Negative,"Safety,Transit,Roads",98.8%,06:55 PM
2082,The divider is extremely bad.,Jadavpur,Negative,Roads,95.6%,06:55 PM
2083,The badbu is extremely bad.,Garia,Negative,Hygiene,97.1%,06:55 PM
2084,The nirapotta is extremely bad. . The stench is extremely bad.,Tollygunge,Negative,"Safety,Hygiene",97.2%,06:55 PM
2085,The porishkar is very good.,Garia,Positive,Hygiene,94.3%,06:55 PM
2086,The police is very good.,Sector V,Positive,Safety,94.7%,06:55 PM
2087,The frequency is very good.,Newtown,Positive,Transit,94.0%,06:55 PM
2088,The dark is extremely bad. . The drain is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",98.6%,06:55 PM
2089,The flyover is extremely bad. . The congestion is extremely bad.,Behala,Negative,"Roads,Transit",99.4%,06:55 PM
2090,The pothole is very good.,Dum Dum,Positive,Roads,97.5%,06:55 PM
2091,The raasta is very good.,Salt Lake,Positive,Roads,99.2%,06:55 PM
2092,The badhu is extremely bad.,Behala,Negative,Hygiene,98.3%,06:55 PM
2093,The gorto is very good.,Jadavpur,Positive,Roads,97.8%,06:55 PM
2094,The toto is very good. . The unnoto is very good.,Jadavpur,Positive,"Transit,Roads",97.9%,06:55 PM
2095,The ganda is very good.,Garia,Positive,Hygiene,99.1%,06:55 PM
2096,The protection is extremely bad.,Garia,Negative,Safety,95.8%,06:55 PM
2097,The police is extremely bad. . The marg is extremely bad.,Kestopur,Negative,"Safety,Roads",99.6%,06:55 PM
2098,The traffic is extremely bad.,Lake Town,Negative,Transit,98.0%,06:55 PM
2099,The rasta is extremely bad. . The safai is extremely bad. . The patrol is extremely bad.,Dum Dum,Negative,"Roads,Hygiene,Safety",96.9%,06:55 PM
2100,The alo is extremely bad. . The khana khondko is extremely bad.,Dum Dum,Negative,"Safety,Roads",95.4%,06:55 PM
2101,The raasta is very good.,Newtown,Positive,Roads,98.0%,06:55 PM
2102,The theft is extremely bad. . The metro is extremely bad.,Jadavpur,Negative,"Safety,Transit",95.5%,06:55 PM
2103,The waste is very good. . The path is very good.,Lake Town,Positive,"Hygiene,Roads",97.5%,06:55 PM
2104,The dar is very good.,Jadavpur,Positive,Safety,98.1%,06:55 PM
2105,The safe is extremely bad.,Jadavpur,Negative,Safety,95.0%,06:55 PM
2106,The bhir is very good.,Jadavpur,Positive,Transit,98.9%,06:55 PM
2107,The police is very good.,Tollygunge,Positive,Safety,97.5%,06:55 PM
2108,The phari is extremely bad.,Garia,Negative,Safety,99.6%,06:55 PM
2109,The dar is very good.,Newtown,Positive,Safety,99.7%,06:55 PM
2110,The gaddha is very good. . The safe is very good.,Sector V,Positive,"Roads,Safety",95.1%,06:55 PM
2111,The street is extremely bad. . The light is extremely bad. . The rickshaw is extremely bad.,Lake Town,Negative,"Roads,Safety,Transit",98.9%,06:55 PM
2112,The bus is very good.,Sector V,Positive,Transit,97.3%,06:55 PM
2113,The moila is very good.,Dum Dum,Positive,Hygiene,95.9%,06:55 PM
2114,The alo is extremely bad. . The smell is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",95.1%,06:55 PM
2115,The chori is extremely bad.,Salt Lake,Negative,Safety,95.0%,06:55 PM
2116,The bridge is very good.,Tollygunge,Positive,Roads,97.4%,06:55 PM
2117,The theft is extremely bad. . The waste is extremely bad.,Sector V,Negative,"Safety,Hygiene",96.2%,06:55 PM
2118,The pul is extremely bad. . The moila is extremely bad.,Newtown,Negative,"Roads,Hygiene",96.7%,06:55 PM
2119,The gaddha is extremely bad. . The janbahon is extremely bad.,Garia,Negative,"Roads,Transit",96.5%,06:55 PM
2120,The nirapotta is extremely bad. . The sarak is extremely bad. . The metro is extremely bad.,Dum Dum,Negative,"Safety,Roads,Transit",96.5%,06:55 PM
2121,The rasta is extremely bad.,Garia,Negative,Roads,97.3%,06:55 PM
2122,The aborjna is extremely bad.,Tollygunge,Negative,Hygiene,95.3%,06:55 PM
2123,The litter is very good.,Newtown,Positive,Hygiene,98.0%,06:55 PM
2124,The kachra is extremely bad.,Behala,Negative,Hygiene,98.1%,06:55 PM
2125,The kachra is extremely bad.,Dum Dum,Negative,Hygiene,96.6%,06:55 PM
2126,The unnoto is extremely bad.,Lake Town,Negative,Roads,97.0%,06:55 PM
2127,The dustbin is very good.,Sector V,Positive,Hygiene,99.8%,06:55 PM
2128,The alo is extremely bad.,Dum Dum,Negative,Safety,97.9%,06:55 PM
2129,The theft is very good.,Garia,Positive,Safety,94.2%,06:55 PM
2130,The kachra is very good.,Newtown,Positive,Hygiene,95.6%,06:55 PM
2131,The badhu is very good. . The frequency is very good.,Sector V,Positive,"Hygiene,Transit",97.7%,06:55 PM
2132,The aborjna is extremely bad. . The transport is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",95.1%,06:55 PM
2133,The protection is extremely bad.,Salt Lake,Negative,Safety,99.4%,06:55 PM
2134,The dar is extremely bad.,Sector V,Negative,Safety,95.0%,06:55 PM
2135,The sarak is very good.,Lake Town,Positive,Roads,98.6%,06:55 PM
2136,The chori is very good.,Garia,Positive,Safety,96.8%,06:55 PM
2137,The auto is extremely bad.,Newtown,Negative,Transit,95.7%,06:55 PM
2138,The cleanliness is extremely bad.,Dum Dum,Negative,Hygiene,96.0%,06:55 PM
2139,The kaada is very good.,Salt Lake,Positive,Roads,98.1%,06:55 PM
2140,The pothole is very good.,Salt Lake,Positive,Roads,99.6%,06:55 PM
2141,The pul is very good. . The traffic is very good.,Newtown,Positive,"Roads,Transit",99.3%,06:55 PM
2142,The rickshaw is extremely bad.,Salt Lake,Negative,Transit,98.2%,06:55 PM
2143,The rickshaw is very good.,Dum Dum,Positive,Transit,96.7%,06:55 PM
2144,The andhera is very good. . The traffic is very good.,Kestopur,Positive,"Safety,Transit",99.8%,06:55 PM
2145,The dustbin is very good. . The police is very good.,Lake Town,Positive,"Hygiene,Safety",97.9%,06:55 PM
2146,The metro is very good. . The safety is very good.,Salt Lake,Positive,"Transit,Safety",95.4%,06:55 PM
2147,The stench is extremely bad. . The ondhokar is extremely bad.,Dum Dum,Negative,"Hygiene,Safety",95.6%,06:55 PM
2148,The safe is very good.,Tollygunge,Positive,Safety,95.1%,06:55 PM
2149,The safai is extremely bad.,Garia,Negative,Hygiene,96.9%,06:55 PM
2150,The traffic is very good.,Kestopur,Positive,Transit,97.0%,06:55 PM
2151,The rickshaw is extremely bad.,Sector V,Negative,Transit,95.8%,06:55 PM
2152,The nirapotta is extremely bad. . The traffic is extremely bad.,Newtown,Negative,"Safety,Transit",99.7%,06:55 PM
2153,The commute is very good.,Lake Town,Positive,Transit,98.1%,06:55 PM
2154,The bhir is extremely bad.,Behala,Negative,Transit,96.5%,06:55 PM
2155,The road is extremely bad. . The naala is extremely bad. . The rickshaw is extremely bad.,Behala,Negative,"Roads,Hygiene,Transit",95.0%,06:55 PM
2156,The divider is very good.,Sector V,Positive,Roads,99.3%,06:55 PM
2157,The gaddha is extremely bad. . The aborjna is extremely bad.,Newtown,Negative,"Roads,Hygiene",98.7%,06:55 PM
2158,The bhoy is extremely bad. . The gaddha is extremely bad.,Behala,Negative,"Safety,Roads",94.3%,06:55 PM
2159,The bus is very good.,Behala,Positive,Transit,94.2%,06:55 PM
2160,The pavement is very good.,Kestopur,Positive,Roads,95.4%,06:55 PM
2161,The safety is extremely bad.,Jadavpur,Negative,Safety,97.4%,06:55 PM
2162,The nongra is extremely bad.,Tollygunge,Negative,Hygiene,98.0%,06:55 PM
2163,The safe is extremely bad.,Kestopur,Negative,Safety,96.7%,06:55 PM
2164,The auto is very good.,Salt Lake,Positive,Transit,95.9%,06:55 PM
2165,The garbage is very good. . The dar is very good.,Garia,Positive,"Hygiene,Safety",99.3%,06:55 PM
2166,The naali is very good. . The raston is very good.,Garia,Positive,"Hygiene,Roads",99.1%,06:55 PM
2167,The metro is extremely bad. . The pavement is extremely bad. . The patrol is extremely bad.,Tollygunge,Negative,"Transit,Roads,Safety",97.6%,06:55 PM
2168,The ondhokar is extremely bad.,Sector V,Negative,Safety,94.7%,06:55 PM
2169,The kaada is extremely bad. . The drain is extremely bad. . The protection is extremely bad.,Sector V,Negative,"Roads,Hygiene,Safety",95.7%,06:55 PM
2170,The raasta is very good.,Behala,Positive,Roads,94.1%,06:55 PM
2171,The bridge is very good.,Lake Town,Positive,Roads,98.9%,06:55 PM
2172,The bhoy is very good.,Tollygunge,Positive,Safety,94.8%,06:55 PM
2173,The bus is very good.,Lake Town,Positive,Transit,94.5%,06:55 PM
2174,The protection is extremely bad. . The path is extremely bad.,Newtown,Negative,"Safety,Roads",99.6%,06:55 PM
2175,The toto is very good. . The path is very good. . The churi is very good.,Sector V,Positive,"Transit,Roads,Safety",95.7%,06:55 PM
2176,The metro is extremely bad.,Newtown,Negative,Transit,95.9%,06:55 PM
2177,The swachh is extremely bad.,Lake Town,Negative,Hygiene,99.6%,06:55 PM
2178,The chori is very good.,Behala,Positive,Safety,98.0%,06:55 PM
2179,The badhu is very good.,Sector V,Positive,Hygiene,99.1%,06:55 PM
2180,The bus is very good. . The sanitation is very good.,Tollygunge,Positive,"Transit,Hygiene",94.8%,06:55 PM
2181,The safai is extremely bad.,Kestopur,Negative,Hygiene,95.4%,06:55 PM
2182,The divider is very good. . The dustbin is very good.,Sector V,Positive,"Roads,Hygiene",96.5%,06:55 PM
2183,The rickshaw is very good. . The pothole is very good.,Kestopur,Positive,"Transit,Roads",98.5%,06:55 PM
2184,The dakat is extremely bad.,Tollygunge,Negative,Safety,97.7%,06:55 PM
2185,The flyover is very good.,Kestopur,Positive,Roads,99.1%,06:55 PM
2186,The path is very good.,Dum Dum,Positive,Roads,98.9%,06:55 PM
2187,The nikashi is extremely bad.,Dum Dum,Negative,Hygiene,98.9%,06:55 PM
2188,The goli is very good. . The frequency is very good.,Kestopur,Positive,"Roads,Transit",95.5%,06:55 PM
2189,The smell is extremely bad.,Behala,Negative,Hygiene,99.2%,06:55 PM
2190,The litter is very good.,Salt Lake,Positive,Hygiene,94.9%,06:55 PM
2191,The gaddha is extremely bad.,Dum Dum,Negative,Roads,97.0%,06:55 PM
2192,The dakat is extremely bad.,Salt Lake,Negative,Safety,98.2%,06:55 PM
2193,The shuttle is extremely bad. . The nikashi is extremely bad.,Behala,Negative,"Transit,Hygiene",98.6%,06:55 PM
2194,The lighting is extremely bad.,Garia,Negative,Safety,97.2%,06:55 PM
2195,The suraksha is extremely bad.,Garia,Negative,Safety,99.6%,06:55 PM
2196,The pavement is very good.,Salt Lake,Positive,Roads,99.2%,06:55 PM
2197,The janbahon is very good. . The aborjna is very good. . The police is very good.,Newtown,Positive,"Transit,Hygiene,Safety",98.5%,06:55 PM
2198,The bus is very good. . The police is very good.,Dum Dum,Positive,"Transit,Safety",95.6%,06:55 PM
2199,The churi is extremely bad.,Jadavpur,Negative,Safety,94.2%,06:55 PM
2200,The bhid is extremely bad.,Garia,Negative,Transit,94.7%,06:55 PM
2201,The gully is very good. . The dark is very good. . The rickshaw is very good.,Salt Lake,Positive,"Roads,Safety,Transit",99.6%,06:55 PM
2202,The asphalt is extremely bad. . The transport is extremely bad.,Salt Lake,Negative,"Roads,Transit",95.9%,06:55 PM
2203,The paribahan is extremely bad.,Kestopur,Negative,Transit,97.5%,06:55 PM
2204,The kachra is extremely bad. . The street is extremely bad.,Garia,Negative,"Hygiene,Roads",96.2%,06:55 PM
2205,The yatayat is very good.,Salt Lake,Positive,Transit,97.8%,06:55 PM
2206,The janbahon is very good. . The dar is very good.,Behala,Positive,"Transit,Safety",97.1%,06:55 PM
2207,The dustbin is very good.,Garia,Positive,Hygiene,96.5%,06:55 PM
2208,The rickshaw is extremely bad.,Sector V,Negative,Transit,97.5%,06:55 PM
2209,The path is extremely bad.,Jadavpur,Negative,Roads,94.6%,06:55 PM
2210,The metro is extremely bad.,Sector V,Negative,Transit,97.5%,06:55 PM
2211,The unnoto is very good. . The shuttle is very good.,Dum Dum,Positive,"Roads,Transit",99.4%,06:55 PM
2212,The safe is extremely bad.,Tollygunge,Negative,Safety,99.0%,06:55 PM
2213,The badhu is very good. . The highway is very good.,Newtown,Positive,"Hygiene,Roads",99.5%,06:55 PM
2214,The porishkar is extremely bad. . The asphalt is extremely bad.,Salt Lake,Negative,"Hygiene,Roads",96.5%,06:55 PM
2215,The gully is extremely bad. . The sanitation is extremely bad.,Salt Lake,Negative,"Roads,Hygiene",97.8%,06:55 PM
2216,The litter is extremely bad. . The safety is extremely bad.,Garia,Negative,"Hygiene,Safety",97.8%,06:55 PM
2217,The phari is extremely bad.,Newtown,Negative,Safety,95.9%,06:55 PM
2218,The sanitation is extremely bad. . The shuttle is extremely bad. . The rasta is extremely bad.,Lake Town,Negative,"Hygiene,Transit,Roads",96.0%,06:55 PM
2219,The safe is extremely bad.,Lake Town,Negative,Safety,94.1%,06:55 PM
2220,The police is very good. . The rickshaw is very good.,Tollygunge,Positive,"Safety,Transit",97.6%,06:55 PM
2221,The lane is extremely bad.,Jadavpur,Negative,Roads,95.9%,06:55 PM
2222,The shuttle is extremely bad. . The naala is extremely bad.,Salt Lake,Negative,"Transit,Hygiene",95.4%,06:55 PM
2223,The police is very good. . The surface is very good.,Tollygunge,Positive,"Safety,Roads",96.5%,06:55 PM
2224,The churi is extremely bad. . The street is extremely bad. . The stench is extremely bad.,Behala,Negative,"Safety,Roads,Hygiene",97.3%,06:55 PM
2225,The traffic is very good.,Jadavpur,Positive,Transit,95.6%,06:55 PM
2226,The lane is extremely bad.,Garia,Negative,Roads,94.1%,06:55 PM
2227,The transport is extremely bad.,Garia,Negative,Transit,96.7%,06:55 PM
2228,The sarak is very good. . The badhu is very good.,Jadavpur,Positive,"Roads,Hygiene",99.0%,06:55 PM
2229,The sewage is very good.,Behala,Positive,Hygiene,97.8%,06:55 PM
2230,The swachh is very good.,Tollygunge,Positive,Hygiene,95.3%,06:55 PM
2231,The suraksha is extremely bad. . The transport is extremely bad.,Garia,Negative,"Safety,Transit",96.3%,06:55 PM
2232,The street is very good. . The safai is very good.,Jadavpur,Positive,"Roads,Hygiene",97.2%,06:55 PM
2233,The kudedan is extremely bad. . The goli is extremely bad.,Jadavpur,Negative,"Hygiene,Roads",94.6%,06:55 PM
2234,The sarak is extremely bad.,Salt Lake,Negative,Roads,98.1%,06:55 PM
2235,The ganda is very good.,Newtown,Positive,Hygiene,97.7%,06:55 PM
2236,The divider is very good.,Salt Lake,Positive,Roads,96.2%,06:55 PM
2237,The kudedan is extremely bad.,Newtown,Negative,Hygiene,98.6%,06:55 PM
2238,The gandagi is very good.,Tollygunge,Positive,Hygiene,94.9%,06:55 PM
2239,The bus is very good.,Sector V,Positive,Transit,94.4%,06:55 PM
2240,The dar is very good.,Newtown,Positive,Safety,94.6%,06:55 PM
2241,The shuttle is very good.,Salt Lake,Positive,Transit,97.5%,06:55 PM
2242,The waste is very good.,Behala,Positive,Hygiene,98.9%,06:55 PM
2243,The litter is extremely bad.,Newtown,Negative,Hygiene,99.3%,06:55 PM
2244,The gandagi is extremely bad.,Sector V,Negative,Hygiene,97.2%,06:55 PM
2245,The naali is extremely bad. . The bus is extremely bad.,Garia,Negative,"Hygiene,Transit",95.3%,06:55 PM
2246,The road is extremely bad.,Garia,Negative,Roads,98.4%,06:55 PM
2247,The divider is extremely bad.,Salt Lake,Negative,Roads,99.4%,06:55 PM
2248,The path is very good.,Garia,Positive,Roads,99.3%,06:55 PM
2249,The safai is extremely bad. . The metro is extremely bad.,Sector V,Negative,"Hygiene,Transit",96.1%,06:55 PM
2250,The janbahon is very good. . The nongra is very good.,Salt Lake,Positive,"Transit,Hygiene",95.2%,06:55 PM
2251,The churi is extremely bad.,Newtown,Negative,Safety,97.9%,06:55 PM
2252,The asphalt is very good. . The gandagi is very good. . The safety is very good.,Sector V,Positive,"Roads,Hygiene,Safety",96.9%,06:55 PM
2253,The trash is very good.,Garia,Positive,Hygiene,97.1%,06:55 PM
2254,The bhoy is very good.,Kestopur,Positive,Safety,94.1%,06:55 PM
2255,The road is extremely bad.,Kestopur,Negative,Roads,99.7%,06:55 PM
2256,The gaadi is very good. . The moila is very good.,Dum Dum,Positive,"Transit,Hygiene",94.8%,06:55 PM
2257,The metro is very good.,Salt Lake,Positive,Transit,94.0%,06:55 PM
2258,The phari is extremely bad.,Behala,Negative,Safety,94.3%,06:55 PM
2259,The congestion is very good.,Kestopur,Positive,Transit,94.3%,06:55 PM
2260,The safai is extremely bad.,Garia,Negative,Hygiene,97.6%,06:55 PM
2261,The flyover is very good.,Kestopur,Positive,Roads,96.2%,06:55 PM
2262,The nirapotta is extremely bad.,Newtown,Negative,Safety,99.1%,06:55 PM
2263,The cleanliness is very good.,Garia,Positive,Hygiene,97.8%,06:55 PM
2264,The drain is very good.,Garia,Positive,Hygiene,98.1%,06:55 PM
2265,The toto is very good. . The dar is very good. . The pothole is very good.,Behala,Positive,"Transit,Safety,Roads",94.8%,06:55 PM
2266,The lighting is extremely bad.,Garia,Negative,Safety,96.9%,06:55 PM
2267,The auto is extremely bad. . The dark is extremely bad.,Behala,Negative,"Transit,Safety",94.8%,06:55 PM
2268,The smell is extremely bad. . The flyover is extremely bad.,Lake Town,Negative,"Hygiene,Roads",98.0%,06:55 PM
2269,The raasta is very good.,Tollygunge,Positive,Roads,97.1%,06:55 PM
2270,The lane is very good. . The traffic is very good. . The safe is very good.,Sector V,Positive,"Roads,Transit,Safety",99.1%,06:55 PM
2271,The safe is very good.,Tollygunge,Positive,Safety,98.1%,06:55 PM
2272,The phari is extremely bad. . The bus is extremely bad. . The lane is extremely bad.,Behala,Negative,"Safety,Transit,Roads",96.7%,06:55 PM
2273,The police is extremely bad.,Tollygunge,Negative,Safety,98.3%,06:55 PM
2274,The cctv is very good. . The gully is very good.,Salt Lake,Positive,"Safety,Roads",98.6%,06:55 PM
2275,The nirapotta is extremely bad. . The bridge is extremely bad. . The drain is extremely bad.,Tollygunge,Negative,"Safety,Roads,Hygiene",95.2%,06:55 PM
2276,The frequency is very good.,Kestopur,Positive,Transit,94.3%,06:55 PM
2277,The janbahon is very good. . The smell is very good.,Newtown,Positive,"Transit,Hygiene",95.7%,06:55 PM
2278,The police is extremely bad. . The marg is extremely bad.,Garia,Negative,"Safety,Roads",99.1%,06:55 PM
2279,The bus is very good. . The police is very good. . The swachh is very good.,Sector V,Positive,"Transit,Safety,Hygiene",95.2%,06:55 PM
2280,The rickshaw is extremely bad. . The police is extremely bad.,Salt Lake,Negative,"Transit,Safety",95.4%,06:55 PM
2281,The paribahan is very good.,Dum Dum,Positive,Transit,95.4%,06:55 PM
2282,The pothole is extremely bad.,Jadavpur,Negative,Roads,96.5%,06:55 PM
2283,The metro is extremely bad. . The dustbin is extremely bad.,Tollygunge,Negative,"Transit,Hygiene",94.2%,06:55 PM
2284,The traffic is extremely bad.,Behala,Negative,Transit,98.0%,06:55 PM
2285,The trash is extremely bad. . The gaddha is extremely bad.,Tollygunge,Negative,"Hygiene,Roads",95.2%,06:55 PM
2286,The aborjna is extremely bad.,Sector V,Negative,Hygiene,96.4%,06:55 PM
2287,The swachh is very good.,Lake Town,Positive,Hygiene,98.0%,06:55 PM
2288,The lane is very good.,Newtown,Positive,Roads,97.9%,06:55 PM
2289,The badbu is extremely bad. . The divider is extremely bad.,Tollygunge,Negative,"Hygiene,Roads",95.7%,06:55 PM
2290,The theft is extremely bad.,Kestopur,Negative,Safety,96.1%,06:55 PM
2291,The pothole is extremely bad.,Lake Town,Negative,Roads,94.7%,06:55 PM
2292,The traffic is very good.,Behala,Positive,Transit,97.4%,06:55 PM
2293,The safe is very good.,Tollygunge,Positive,Safety,99.3%,06:55 PM
2294,The chori is extremely bad.,Salt Lake,Negative,Safety,96.5%,06:55 PM
2295,The garbage is very good. . The bhid is very good.,Salt Lake,Positive,"Hygiene,Transit",99.0%,06:55 PM
2296,The swachh is very good. . The traffic is very good.,Dum Dum,Positive,"Hygiene,Transit",99.0%,06:55 PM
2297,The raston is very good.,Jadavpur,Positive,Roads,99.0%,06:55 PM
2298,The lighting is extremely bad. . The surface is extremely bad.,Newtown,Negative,"Safety,Roads",96.4%,06:55 PM
2299,The nikashi is extremely bad.,Behala,Negative,Hygiene,98.4%,06:55 PM
2300,The raasta is extremely bad.,Sector V,Negative,Roads,95.7%,06:55 PM
2301,The naali is very good. . The gaadi is very good.,Jadavpur,Positive,"Hygiene,Transit",96.3%,06:55 PM
2302,The phari is very good.,Garia,Positive,Safety,95.8%,06:55 PM
2303,The gaddha is extremely bad.,Dum Dum,Negative,Roads,95.6%,06:55 PM
2304,The dustbin is very good. . The unnoto is very good.,Lake Town,Positive,"Hygiene,Roads",95.6%,06:55 PM
2305,The auto is very good. . The theft is very good. . The garbage is very good.,Tollygunge,Positive,"Transit,Safety,Hygiene",96.9%,06:55 PM
2306,The kudedan is very good.,Dum Dum,Positive,Hygiene,96.7%,06:55 PM
2307,The protection is very good.,Kestopur,Positive,Safety,96.0%,06:55 PM
2308,The asphalt is extremely bad.,Tollygunge,Negative,Roads,99.8%,06:55 PM
2309,The paribahan is very good. . The kachra is very good.,Newtown,Positive,"Transit,Hygiene",95.9%,06:55 PM
2310,The sanitation is very good.,Garia,Positive,Hygiene,97.9%,06:55 PM
2311,The sanitation is very good.,Salt Lake,Positive,Hygiene,95.9%,06:55 PM
2312,The safety is very good.,Kestopur,Positive,Safety,97.4%,06:55 PM
2313,The nikashi is very good.,Garia,Positive,Hygiene,97.3%,06:55 PM
2314,The sawari is extremely bad.,Salt Lake,Negative,Transit,97.2%,06:55 PM
2315,The rickshaw is extremely bad. . The lane is extremely bad. . The suraksha is extremely bad.,Jadavpur,Negative,"Transit,Roads,Safety",98.4%,06:55 PM
2316,The transport is extremely bad.,Jadavpur,Negative,Transit,96.8%,06:55 PM
2317,The dustbin is very good.,Newtown,Positive,Hygiene,94.5%,06:55 PM
