id,text,loc,sentiment,aspects,conf,time,cleaned_text
2870,The sarak is very good.,Garia,Positive,Roads,94.1%,06:55 PM,the sarak is very good.
2871,The sewage is extremely bad.,Newtown,Negative,Hygiene,94.6%,06:55 PM,the sewage is extremely bad.
2872,The churi is extremely bad. . The auto is extremely bad. . The sarak is extremely bad.,Behala,Negative,"Safety,Transit,Roads",97.8%,06:55 PM,the churi is extremely bad. . the auto is extremely bad. . the sarak is extremely bad.
2873,The sadak is extremely bad. . The stench is extremely bad.,Salt Lake,Negative,"Roads,Hygiene",95.6%,06:55 PM,the sadak is extremely bad. . the stench is extremely bad.
2874,The highway is extremely bad.,Dum Dum,Negative,Roads,95.9%,06:55 PM,the highway is extremely bad.
2875,The marg is very good. . The churi is very good.,Tollygunge,Positive,"Roads,Safety",95.5%,06:55 PM,the marg is very good. . the churi is very good.
2876,The safai is very good.,Tollygunge,Positive,Hygiene,97.6%,06:55 PM,the safai is very good.
2877,The cleanliness is extremely bad. . The sarak is extremely bad.,Newtown,Negative,"Hygiene,Roads",99.6%,06:55 PM,the cleanliness is extremely bad. . the sarak is extremely bad.
2878,The metro is extremely bad. . The flyover is extremely bad.,Newtown,Negative,"Transit,Roads",99.9%,06:55 PM,the metro is extremely bad. . the flyover is extremely bad.
2879,The highway is very good. . The light is very good. . The trash is very good.,Dum Dum,Positive,"Roads,Safety,Hygiene",99.3%,06:55 PM,the highway is very good. . the light is very good. . the trash is very good.
2880,The raston is very good. . The smell is very good.,Behala,Positive,"Roads,Hygiene",97.4%,06:55 PM,the raston is very good. . the smell is very good.
2881,The safe is extremely bad. . The traffic is extremely bad.,Garia,Negative,"Safety,Transit",95.6%,06:55 PM,the safe is extremely bad. . the traffic is extremely bad.
2882,The janbahon is extremely bad.,Kestopur,Negative,Transit,99.0%,06:55 PM,the janbahon is extremely bad.
2883,The metro is very good.,Kestopur,Positive,Transit,96.1%,06:55 PM,the metro is very good.
2884,The unnoto is extremely bad.,Behala,Negative,Roads,98.3%,06:55 PM,the unnoto is extremely bad.
2885,The khof is extremely bad.,Lake Town,Negative,Safety,94.5%,06:55 PM,the khof is extremely bad.
2886,The gaadi is very good.,Behala,Positive,Transit,94.5%,06:55 PM,the gaadi is very good.
2887,The porishkar is very good.,Jadavpur,Positive,Hygiene,96.7%,06:55 PM,the porishkar is very good.
2888,The paribahan is extremely bad. . The nongra is extremely bad.,Behala,Negative,"Transit,Hygiene",97.0%,06:55 PM,the paribahan is extremely bad. . the nongra is extremely bad.
2889,The toto is extremely bad.,Behala,Negative,Transit,97.6%,06:55 PM,the toto is extremely bad.
2890,The sadak is extremely bad.,Jadavpur,Negative,Roads,95.2%,06:55 PM,the sadak is extremely bad.
2891,The road is extremely bad.,Sector V,Negative,Roads,98.9%,06:55 PM,the road is extremely bad.
2892,The manush is extremely bad. . The bhoy is extremely bad.,Sector V,Negative,"Roads,Safety",97.2%,06:55 PM,the manush is extremely bad. . the bhoy is extremely bad.
2893,The nordoma is very good.,Kestopur,Positive,Hygiene,95.4%,06:55 PM,the nordoma is very good.
2894,The surface is extremely bad.,Salt Lake,Negative,Roads,98.6%,06:55 PM,the surface is extremely bad.
2895,The nordoma is very good. . The metro is very good.,Jadavpur,Positive,"Hygiene,Transit",98.6%,06:55 PM,the nordoma is very good. . the metro is very good.
2896,The gandagi is extremely bad.,Kestopur,Negative,Hygiene,94.4%,06:55 PM,the gandagi is extremely bad.
2897,The nikashi is very good.,Lake Town,Positive,Hygiene,94.7%,06:55 PM,the nikashi is very good.
2898,The porishkar is extremely bad. . The raston is extremely bad.,Newtown,Negative,"Hygiene,Roads",96.2%,06:55 PM,the porishkar is extremely bad. . the raston is extremely bad.
2899,The toto is extremely bad.,Sector V,Negative,Transit,94.2%,06:55 PM,the toto is extremely bad.
2900,The nordoma is very good. . The dar is very good. . The marg is very good.,Kestopur,Positive,"Hygiene,Safety,Roads",95.0%,06:55 PM,the nordoma is very good. . the dar is very good. . the marg is very good.
2901,The janbahon is extremely bad. . The patrol is extremely bad.,Tollygunge,Negative,"Transit,Safety",96.9%,06:55 PM,the janbahon is extremely bad. . the patrol is extremely bad.
2902,The moila is very good. . The gaddha is very good.,Sector V,Positive,"Hygiene,Roads",95.3%,06:55 PM,the moila is very good. . the gaddha is very good.
2903,The rickshaw is very good.,Dum Dum,Positive,Transit,95.6%,06:55 PM,the rickshaw is very good.
2904,The nirapotta is extremely bad.,Dum Dum,Negative,Safety,95.0%,06:55 PM,the nirapotta is extremely bad.
2905,The waste is extremely bad. . The highway is extremely bad.,Tollygunge,Negative,"Hygiene,Roads",98.7%,06:55 PM,the waste is extremely bad. . the highway is extremely bad.
2906,The crime is extremely bad.,Newtown,Negative,Safety,98.7%,06:55 PM,the crime is extremely bad.
2907,The metro is extremely bad. . The lighting is extremely bad.,Newtown,Negative,"Transit,Safety",95.0%,06:55 PM,the metro is extremely bad. . the lighting is extremely bad.
2908,The metro is extremely bad.,Behala,Negative,Transit,96.7%,06:55 PM,the metro is extremely bad.
2909,The bhir is very good. . The swachh is very good.,Lake Town,Positive,"Transit,Hygiene",95.1%,06:55 PM,the bhir is very good. . the swachh is very good.
2910,The nongra is very good. . The path is very good.,Garia,Positive,"Hygiene,Roads",96.6%,06:55 PM,the nongra is very good. . the path is very good.
2911,The metro is very good. . The pavement is very good. . The raksha is very good.,Salt Lake,Positive,"Transit,Roads,Safety",95.8%,06:55 PM,the metro is very good. . the pavement is very good. . the raksha is very good.
2912,The pothole is very good.,Kestopur,Positive,Roads,96.3%,06:55 PM,the pothole is very good.
2913,The light is extremely bad.,Sector V,Negative,Safety,98.4%,06:55 PM,the light is extremely bad.
2914,The bhid is very good.,Jadavpur,Positive,Transit,98.3%,06:55 PM,the bhid is very good.
2915,The pothole is very good. . The dark is very good.,Dum Dum,Positive,"Roads,Safety",96.0%,06:55 PM,the pothole is very good. . the dark is very good.
2916,The flyover is very good.,Salt Lake,Positive,Roads,99.3%,06:55 PM,the flyover is very good.
2917,The sawari is very good. . The litter is very good.,Tollygunge,Positive,"Transit,Hygiene",99.1%,06:55 PM,the sawari is very good. . the litter is very good.
2918,The cleanliness is extremely bad. . The police is extremely bad. . The street is extremely bad.,Kestopur,Negative,"Hygiene,Safety,Roads",94.9%,06:55 PM,the cleanliness is extremely bad. . the police is extremely bad. . the street is extremely bad.
2919,The chori is very good.,Jadavpur,Positive,Safety,99.7%,06:55 PM,the chori is very good.
2920,The nikashi is very good. . The marg is very good. . The lighting is very good.,Newtown,Positive,"Hygiene,Roads,Safety",97.1%,06:55 PM,the nikashi is very good. . the marg is very good. . the lighting is very good.
2921,The janbahon is extremely bad.,Behala,Negative,Transit,94.9%,06:55 PM,the janbahon is extremely bad.
2922,The dark is extremely bad.,Salt Lake,Negative,Safety,96.5%,06:55 PM,the dark is extremely bad.
2923,The porishkar is very good.,Dum Dum,Positive,Hygiene,96.8%,06:55 PM,the porishkar is very good.
2924,The surface is extremely bad.,Lake Town,Negative,Roads,99.4%,06:55 PM,the surface is extremely bad.
2925,The auto is very good.,Sector V,Positive,Transit,98.0%,06:55 PM,the auto is very good.
2926,The divider is very good. . The police is very good.,Kestopur,Positive,"Roads,Safety",95.9%,06:55 PM,the divider is very good. . the police is very good.
2927,The alo is very good.,Salt Lake,Positive,Safety,95.1%,06:55 PM,the alo is very good.
2928,The pavement is extremely bad.,Newtown,Negative,Roads,97.4%,06:55 PM,the pavement is extremely bad.
2929,The protection is extremely bad. . The naala is extremely bad.,Dum Dum,Negative,"Safety,Hygiene",95.4%,06:55 PM,the protection is extremely bad. . the naala is extremely bad.
2930,The sawari is extremely bad. . The safe is extremely bad.,Salt Lake,Negative,"Transit,Safety",97.4%,06:55 PM,the sawari is extremely bad. . the safe is extremely bad.
2931,The auto is very good.,Tollygunge,Positive,Transit,95.9%,06:55 PM,the auto is very good.
2932,The auto is extremely bad.,Behala,Negative,Transit,99.8%,06:55 PM,the auto is extremely bad.
2933,The rasta is extremely bad.,Sector V,Negative,Roads,95.7%,06:55 PM,the rasta is extremely bad.
2934,The transport is extremely bad.,Kestopur,Negative,Transit,94.1%,06:55 PM,the transport is extremely bad.
2935,The alo is very good.,Salt Lake,Positive,Safety,94.4%,06:55 PM,the alo is very good.
2936,The police is very good.,Tollygunge,Positive,Safety,98.6%,06:55 PM,the police is very good.
2937,The swachh is extremely bad. . The gaadi is extremely bad.,Garia,Negative,"Hygiene,Transit",95.9%,06:55 PM,the swachh is extremely bad. . the gaadi is extremely bad.
2938,The frequency is extremely bad.,Sector V,Negative,Transit,98.0%,06:55 PM,the frequency is extremely bad.
2939,The nikashi is very good.,Behala,Positive,Hygiene,98.9%,06:55 PM,the nikashi is very good.
2940,The stench is extremely bad.,Lake Town,Negative,Hygiene,96.8%,06:55 PM,the stench is extremely bad.
2941,The swachh is very good.,Newtown,Positive,Hygiene,99.9%,06:55 PM,the swachh is very good.
2942,The road is very good.,Garia,Positive,Roads,98.4%,06:55 PM,the road is very good.
2943,The naala is extremely bad. . The traffic is extremely bad.,Newtown,Negative,"Hygiene,Transit",96.2%,06:55 PM,the naala is extremely bad. . the traffic is extremely bad.
2944,The traffic is very good. . The naala is very good.,Lake Town,Positive,"Transit,Hygiene",99.6%,06:55 PM,the traffic is very good. . the naala is very good.
2945,The secure is extremely bad.,Kestopur,Negative,Safety,99.6%,06:55 PM,the secure is extremely bad.
2946,The litter is very good.,Jadavpur,Positive,Hygiene,98.5%,06:55 PM,the litter is very good.
2947,The litter is very good.,Newtown,Positive,Hygiene,99.9%,06:55 PM,the litter is very good.
2948,The traffic is very good.,Newtown,Positive,Transit,96.2%,06:55 PM,the traffic is very good.
2949,The garbage is very good.,Behala,Positive,Hygiene,95.7%,06:55 PM,the garbage is very good.
2950,The flyover is extremely bad.,Sector V,Negative,Roads,94.6%,06:55 PM,the flyover is extremely bad.
2951,The bhoy is extremely bad.,Newtown,Negative,Safety,98.2%,06:55 PM,the bhoy is extremely bad.
2952,The ganda is very good. . The sarak is very good. . The raksha is very good.,Tollygunge,Positive,"Hygiene,Roads,Safety",96.5%,06:55 PM,the ganda is very good. . the sarak is very good. . the raksha is very good.
2953,The shuttle is extremely bad.,Behala,Negative,Transit,99.3%,06:55 PM,the shuttle is extremely bad.
2954,The auto is very good.,Behala,Positive,Transit,97.2%,06:55 PM,the auto is very good.
2955,The sanitation is extremely bad.,Sector V,Negative,Hygiene,97.8%,06:55 PM,the sanitation is extremely bad.
2956,The gaddha is very good.,Garia,Positive,Roads,95.6%,06:55 PM,the gaddha is very good.
2957,The yatayat is very good.,Salt Lake,Positive,Transit,96.8%,06:55 PM,the yatayat is very good.
2958,The gaadi is extremely bad. . The safe is extremely bad.,Tollygunge,Negative,"Transit,Safety",94.8%,06:55 PM,the gaadi is extremely bad. . the safe is extremely bad.
2959,The protection is extremely bad.,Salt Lake,Negative,Safety,95.5%,06:55 PM,the protection is extremely bad.
2960,The metro is extremely bad.,Sector V,Negative,Transit,95.7%,06:55 PM,the metro is extremely bad.
2961,The crime is very good.,Tollygunge,Positive,Safety,95.4%,06:55 PM,the crime is very good.
2962,The naala is very good.,Newtown,Positive,Hygiene,99.4%,06:55 PM,the naala is very good.
2963,The kachra is extremely bad. . The safe is extremely bad.,Newtown,Negative,"Hygiene,Safety",95.3%,06:55 PM,the kachra is extremely bad. . the safe is extremely bad.
2964,The traffic is extremely bad.,Dum Dum,Negative,Transit,99.1%,06:55 PM,the traffic is extremely bad.
2965,The gaddha is extremely bad.,Salt Lake,Negative,Roads,94.1%,06:55 PM,the gaddha is extremely bad.
2966,The street is extremely bad.,Jadavpur,Negative,Roads,99.8%,06:55 PM,the street is extremely bad.
2967,The dustbin is very good. . The gully is very good.,Garia,Positive,"Hygiene,Roads",99.2%,06:55 PM,the dustbin is very good. . the gully is very good.
2968,The highway is extremely bad.,Garia,Negative,Roads,99.1%,06:55 PM,the highway is extremely bad.
2969,The bus is very good.,Garia,Positive,Transit,98.0%,06:55 PM,the bus is very good.
2970,The path is extremely bad.,Tollygunge,Negative,Roads,96.1%,06:55 PM,the path is extremely bad.
2971,The phari is very good. . The litter is very good.,Jadavpur,Positive,"Safety,Hygiene",97.3%,06:55 PM,the phari is very good. . the litter is very good.
2972,The rickshaw is extremely bad. . The goli is extremely bad. . The nordoma is extremely bad.,Jadavpur,Negative,"Transit,Roads,Hygiene",95.7%,06:55 PM,the rickshaw is extremely bad. . the goli is extremely bad. . the nordoma is extremely bad.
2973,The dakat is very good.,Tollygunge,Positive,Safety,94.6%,06:55 PM,the dakat is very good.
2974,The police is very good.,Behala,Positive,Safety,95.9%,06:55 PM,the police is very good.
2975,The andhera is extremely bad.,Tollygunge,Negative,Safety,97.4%,06:55 PM,the andhera is extremely bad.
2976,The aborjna is very good.,Garia,Positive,Hygiene,94.6%,06:55 PM,the aborjna is very good.
2977,The patrol is extremely bad.,Garia,Negative,Safety,98.8%,06:55 PM,the patrol is extremely bad.
2978,The flyover is very good. . The traffic is very good.,Sector V,Positive,"Roads,Transit",97.1%,06:55 PM,the flyover is very good. . the traffic is very good.
2979,The secure is extremely bad.,Lake Town,Negative,Safety,97.0%,06:55 PM,the secure is extremely bad.
2980,The toto is very good.,Newtown,Positive,Transit,96.3%,06:55 PM,the toto is very good.
2981,The sadak is very good.,Behala,Positive,Roads,96.2%,06:55 PM,the sadak is very good.
2982,The ondhokar is extremely bad.,Dum Dum,Negative,Safety,94.1%,06:55 PM,the ondhokar is extremely bad.
2983,The rickshaw is very good.,Kestopur,Positive,Transit,98.3%,06:55 PM,the rickshaw is very good.
2984,The swachh is extremely bad.,Dum Dum,Negative,Hygiene,97.7%,06:55 PM,the swachh is extremely bad.
2985,The chori is very good.,Tollygunge,Positive,Safety,95.5%,06:55 PM,the chori is very good.
2986,The raasta is very good.,Tollygunge,Positive,Roads,95.4%,06:55 PM,the raasta is very good.
2987,The nikashi is very good. . The flyover is very good.,Newtown,Positive,"Hygiene,Roads",97.5%,06:55 PM,the nikashi is very good. . the flyover is very good.
2988,The road is extremely bad. . The dakat is extremely bad.,Kestopur,Negative,"Roads,Safety",97.6%,06:55 PM,the road is extremely bad. . the dakat is extremely bad.
2989,The phari is very good.,Garia,Positive,Safety,98.5%,06:55 PM,the phari is very good.
2990,The pothole is extremely bad.,Sector V,Negative,Roads,97.9%,06:55 PM,the pothole is extremely bad.
2991,The khof is extremely bad.,Dum Dum,Negative,Safety,94.4%,06:55 PM,the khof is extremely bad.
2992,The sewage is extremely bad.,Kestopur,Negative,Hygiene,99.5%,06:55 PM,the sewage is extremely bad.
2993,The rickshaw is very good.,Sector V,Positive,Transit,99.7%,06:55 PM,the rickshaw is very good.
2994,The paribahan is very good.,Newtown,Positive,Transit,95.4%,06:55 PM,the paribahan is very good.
2995,The transport is very good. . The gaddha is very good.,Garia,Positive,"Transit,Roads",98.5%,06:55 PM,the transport is very good. . the gaddha is very good.
2996,The metro is very good. . The churi is very good.,Salt Lake,Positive,"Transit,Safety",99.7%,06:55 PM,the metro is very good. . the churi is very good.
2997,The bus is extremely bad. . The waste is extremely bad.,Jadavpur,Negative,"Transit,Hygiene",96.4%,06:55 PM,the bus is extremely bad. . the waste is extremely bad.
2998,The theft is extremely bad.,Salt Lake,Negative,Safety,99.5%,06:55 PM,the theft is extremely bad.
2999,The traffic is very good.,Kestopur,Positive,Transit,95.3%,06:55 PM,the traffic is very good.
3000,The police is very good.,Tollygunge,Positive,Safety,95.2%,06:55 PM,the police is very good.
3001,The ondhokar is extremely bad. . The sarak is extremely bad. . The auto is extremely bad.,Jadavpur,Negative,"Safety,Roads,Transit",95.9%,06:55 PM,the ondhokar is extremely bad. . the sarak is extremely bad. . the auto is extremely bad.
3002,The safe is extremely bad. . The porishkar is extremely bad. . The frequency is extremely bad.,Lake Town,Negative,"Safety,Hygiene,Transit",97.3%,06:55 PM,the safe is extremely bad. . the porishkar is extremely bad. . the frequency is extremely bad.
3003,The frequency is extremely bad. . The garbage is extremely bad. . The light is extremely bad.,Salt Lake,Negative,"Transit,Hygiene,Safety",99.8%,06:55 PM,the frequency is extremely bad. . the garbage is extremely bad. . the light is extremely bad.
3004,The kachra is very good.,Kestopur,Positive,Hygiene,97.8%,06:55 PM,the kachra is very good.
3005,The toto is very good. . The gaddha is very good.,Salt Lake,Positive,"Transit,Roads",99.2%,06:55 PM,the toto is very good. . the gaddha is very good.
3006,The kudedan is very good. . The churi is very good.,Sector V,Positive,"Hygiene,Safety",99.9%,06:55 PM,the kudedan is very good. . the churi is very good.
3007,The garbage is very good.,Sector V,Positive,Hygiene,97.8%,06:55 PM,the garbage is very good.
3008,The sewage is extremely bad.,Jadavpur,Negative,Hygiene,97.4%,06:55 PM,the sewage is extremely bad.
3009,The gandagi is extremely bad. . The churi is extremely bad.,Kestopur,Negative,"Hygiene,Safety",94.3%,06:55 PM,the gandagi is extremely bad. . the churi is extremely bad.
3010,The bhir is very good. . The manush is very good.,Behala,Positive,"Transit,Roads",95.0%,06:55 PM,the bhir is very good. . the manush is very good.
3011,The police is extremely bad. . The pul is extremely bad.,Salt Lake,Negative,"Safety,Roads",99.5%,06:55 PM,the police is extremely bad. . the pul is extremely bad.
3012,The safety is extremely bad.,Tollygunge,Negative,Safety,95.3%,06:55 PM,the safety is extremely bad.
3013,The lighting is extremely bad. . The nordoma is extremely bad.,Salt Lake,Negative,"Safety,Hygiene",97.1%,06:55 PM,the lighting is extremely bad. . the nordoma is extremely bad.
3014,The trash is very good.,Salt Lake,Positive,Hygiene,94.5%,06:55 PM,the trash is very good.
3015,The patrol is very good.,Garia,Positive,Safety,94.1%,06:55 PM,the patrol is very good.
3016,The path is very good. . The litter is very good.,Jadavpur,Positive,"Roads,Hygiene",95.9%,06:55 PM,the path is very good. . the litter is very good.
3017,The kaada is extremely bad. . The churi is extremely bad.,Kestopur,Negative,"Roads,Safety",94.4%,06:55 PM,the kaada is extremely bad. . the churi is extremely bad.
3018,The dar is very good.,Salt Lake,Positive,Safety,96.3%,06:55 PM,the dar is very good.
3019,The safai is very good.,Dum Dum,Positive,Hygiene,95.1%,06:55 PM,the safai is very good.
3020,The bus is very good.,Salt Lake,Positive,Transit,98.4%,06:55 PM,the bus is very good.
3021,The bus is very good.,Behala,Positive,Transit,99.3%,06:55 PM,the bus is very good.
3022,The path is extremely bad.,Newtown,Negative,Roads,97.3%,06:55 PM,the path is extremely bad.
3023,The traffic is very good.,Tollygunge,Positive,Transit,99.7%,06:55 PM,the traffic is very good.
3024,The trash is very good.,Lake Town,Positive,Hygiene,94.7%,06:55 PM,the trash is very good.
3025,The metro is very good.,Jadavpur,Positive,Transit,97.7%,06:55 PM,the metro is very good.
3026,The bus is extremely bad.,Sector V,Negative,Transit,95.2%,06:55 PM,the bus is extremely bad.
3027,The gandagi is extremely bad.,Behala,Negative,Hygiene,96.7%,06:55 PM,the gandagi is extremely bad.
3028,The badhu is very good.,Lake Town,Positive,Hygiene,96.3%,06:55 PM,the badhu is very good.
3029,The badbu is very good. . The andhera is very good.,Salt Lake,Positive,"Hygiene,Safety",98.6%,06:55 PM,the badbu is very good. . the andhera is very good.
3030,The chori is extremely bad. . The pothole is extremely bad.,Behala,Negative,"Safety,Roads",95.4%,06:55 PM,the chori is extremely bad. . the pothole is extremely bad.
3031,The street is very good.,Tollygunge,Positive,Roads,95.3%,06:55 PM,the street is very good.
3032,The raasta is extremely bad. . The cctv is extremely bad.,Jadavpur,Negative,"Roads,Safety",96.2%,06:55 PM,the raasta is extremely bad. . the cctv is extremely bad.
3033,The toto is very good.,Tollygunge,Positive,Transit,98.4%,06:55 PM,the toto is very good.
3034,The bus is extremely bad.,Dum Dum,Negative,Transit,96.0%,06:55 PM,the bus is extremely bad.
3035,The cctv is very good. . The highway is very good.,Tollygunge,Positive,"Safety,Roads",98.5%,06:55 PM,the cctv is very good. . the highway is very good.
3036,The commute is extremely bad. . The dustbin is extremely bad. . The churi is extremely bad.,Kestopur,Negative,"Transit,Hygiene,Safety",96.0%,06:55 PM,the commute is extremely bad. . the dustbin is extremely bad. . the churi is extremely bad.
3037,The dustbin is extremely bad. . The paribahan is extremely bad. . The divider is extremely bad.,Salt Lake,Negative,"Hygiene,Transit,Roads",95.7%,06:55 PM,the dustbin is extremely bad. . the paribahan is extremely bad. . the divider is extremely bad.
3038,The safai is extremely bad.,Lake Town,Negative,Hygiene,95.2%,06:55 PM,the safai is extremely bad.
3039,The dustbin is extremely bad.,Garia,Negative,Hygiene,96.6%,06:55 PM,the dustbin is extremely bad.
3040,The auto is extremely bad.,Sector V,Negative,Transit,94.2%,06:55 PM,the auto is extremely bad.
3041,The yatayat is extremely bad. . The khana khondko is extremely bad. . The drain is extremely bad.,Behala,Negative,"Transit,Roads,Hygiene",97.0%,06:55 PM,the yatayat is extremely bad. . the khana khondko is extremely bad. . the drain is extremely bad.
3042,The bus is extremely bad.,Dum Dum,Negative,Transit,95.1%,06:55 PM,the bus is extremely bad.
3043,The path is very good.,Tollygunge,Positive,Roads,94.6%,06:55 PM,the path is very good.
3044,The janbahon is very good.,Garia,Positive,Transit,95.0%,06:55 PM,the janbahon is very good.
3045,The goli is very good.,Tollygunge,Positive,Roads,97.2%,06:55 PM,the goli is very good.
3046,The aborjna is extremely bad. . The gaddha is extremely bad. . The traffic is extremely bad.,Behala,Negative,"Hygiene,Roads,Transit",97.6%,06:55 PM,the aborjna is extremely bad. . the gaddha is extremely bad. . the traffic is extremely bad.
3047,The auto is extremely bad.,Behala,Negative,Transit,98.4%,06:55 PM,the auto is extremely bad.
3048,The flyover is extremely bad.,Salt Lake,Negative,Roads,97.9%,06:55 PM,the flyover is extremely bad.
3049,The manush is extremely bad.,Garia,Negative,Roads,95.5%,06:55 PM,the manush is extremely bad.
3050,The lighting is extremely bad.,Jadavpur,Negative,Safety,94.8%,06:55 PM,the lighting is extremely bad.
3051,The light is very good. . The divider is very good.,Dum Dum,Positive,"Safety,Roads",95.5%,06:55 PM,the light is very good. . the divider is very good.
3052,The rickshaw is extremely bad.,Behala,Negative,Transit,95.7%,06:55 PM,the rickshaw is extremely bad.
3053,The street is very good. . The frequency is very good.,Sector V,Positive,"Roads,Transit",99.6%,06:55 PM,the street is very good. . the frequency is very good.
3054,The marg is extremely bad. . The alo is extremely bad. . The gandagi is extremely bad.,Lake Town,Negative,"Roads,Safety,Hygiene",98.7%,06:55 PM,the marg is extremely bad. . the alo is extremely bad. . the gandagi is extremely bad.
3055,The rickshaw is extremely bad. . The sarak is extremely bad. . The secure is extremely bad.,Sector V,Negative,"Transit,Roads,Safety",97.8%,06:55 PM,the rickshaw is extremely bad. . the sarak is extremely bad. . the secure is extremely bad.
3056,The police is extremely bad.,Kestopur,Negative,Safety,94.2%,06:55 PM,the police is extremely bad.
3057,The stench is extremely bad.,Tollygunge,Negative,Hygiene,97.8%,06:55 PM,the stench is extremely bad.
3058,The badhu is extremely bad. . The bhid is extremely bad.,Behala,Negative,"Hygiene,Transit",95.4%,06:55 PM,the badhu is extremely bad. . the bhid is extremely bad.
3059,The dakat is extremely bad. . The traffic is extremely bad.,Kestopur,Negative,"Safety,Transit",96.0%,06:55 PM,the dakat is extremely bad. . the traffic is extremely bad.
3060,The kachra is extremely bad.,Sector V,Negative,Hygiene,96.0%,06:55 PM,the kachra is extremely bad.
3061,The bhoy is extremely bad.,Sector V,Negative,Safety,97.4%,06:55 PM,the bhoy is extremely bad.
3062,The road is extremely bad. . The ganda is extremely bad.,Behala,Negative,"Roads,Hygiene",99.6%,06:55 PM,the road is extremely bad. . the ganda is extremely bad.
3063,The bhoy is very good.,Tollygunge,Positive,Safety,94.8%,06:55 PM,the bhoy is very good.
3064,The sanitation is very good. . The metro is very good.,Kestopur,Positive,"Hygiene,Transit",99.3%,06:55 PM,the sanitation is very good. . the metro is very good.
3065,The marg is extremely bad.,Kestopur,Negative,Roads,98.7%,06:55 PM,the marg is extremely bad.
3066,The bus is extremely bad.,Sector V,Negative,Transit,97.7%,06:55 PM,the bus is extremely bad.
3067,The rickshaw is very good.,Newtown,Positive,Transit,98.4%,06:55 PM,the rickshaw is very good.
3068,The traffic is very good.,Lake Town,Positive,Transit,99.4%,06:55 PM,the traffic is very good.
3069,The nordoma is extremely bad.,Tollygunge,Negative,Hygiene,98.5%,06:55 PM,the nordoma is extremely bad.
3070,The sewage is very good. . The path is very good.,Lake Town,Positive,"Hygiene,Roads",94.5%,06:55 PM,the sewage is very good. . the path is very good.
3071,The khana khondko is extremely bad. . The phari is extremely bad.,Garia,Negative,"Roads,Safety",94.5%,06:55 PM,the khana khondko is extremely bad. . the phari is extremely bad.
3072,The lane is very good.,Lake Town,Positive,Roads,95.1%,06:55 PM,the lane is very good.
3073,The shuttle is extremely bad.,Lake Town,Negative,Transit,97.3%,06:55 PM,the shuttle is extremely bad.
3074,The congestion is very good. . The sarak is very good.,Salt Lake,Positive,"Transit,Roads",94.1%,06:55 PM,the congestion is very good. . the sarak is very good.
3075,The sadak is extremely bad. . The nongra is extremely bad.,Newtown,Negative,"Roads,Hygiene",99.4%,06:55 PM,the sadak is extremely bad. . the nongra is extremely bad.
3076,The safai is extremely bad. . The marg is extremely bad.,Newtown,Negative,"Hygiene,Roads",99.7%,06:55 PM,the safai is extremely bad. . the marg is extremely bad.
3077,The kudedan is extremely bad.,Salt Lake,Negative,Hygiene,98.6%,06:55 PM,the kudedan is extremely bad.
3078,The khof is very good.,Tollygunge,Positive,Safety,98.9%,06:55 PM,the khof is very good.
3079,The metro is very good.,Behala,Positive,Transit,96.3%,06:55 PM,the metro is very good.
3080,The nirapotta is extremely bad. . The sawari is extremely bad.,Tollygunge,Negative,"Safety,Transit",99.3%,06:55 PM,the nirapotta is extremely bad. . the sawari is extremely bad.
3081,The bhid is extremely bad.,Tollygunge,Negative,Transit,96.0%,06:55 PM,the bhid is extremely bad.
3082,The raksha is very good. . The kaada is very good. . The dustbin is very good.,Tollygunge,Positive,"Safety,Roads,Hygiene",95.2%,06:55 PM,the raksha is very good. . the kaada is very good. . the dustbin is very good.
3083,The khana khondko is very good. . The nongra is very good. . The rickshaw is very good.,Jadavpur,Positive,"Roads,Hygiene,Transit",97.8%,06:55 PM,the khana khondko is very good. . the nongra is very good. . the rickshaw is very good.
3084,The sadak is very good. . The andhera is very good.,Sector V,Positive,"Roads,Safety",95.4%,06:55 PM,the sadak is very good. . the andhera is very good.
3085,The phari is very good.,Tollygunge,Positive,Safety,96.6%,06:55 PM,the phari is very good.
3086,The asphalt is extremely bad.,Kestopur,Negative,Roads,95.7%,06:55 PM,the asphalt is extremely bad.
3087,The kachra is extremely bad. . The raksha is extremely bad.,Jadavpur,Negative,"Hygiene,Safety",96.1%,06:55 PM,the kachra is extremely bad. . the raksha is extremely bad.
3088,The alo is extremely bad.,Lake Town,Negative,Safety,97.4%,06:55 PM,the alo is extremely bad.
3089,The divider is extremely bad.,Garia,Negative,Roads,99.7%,06:55 PM,the divider is extremely bad.
3090,The bhoy is very good.,Lake Town,Positive,Safety,94.7%,06:55 PM,the bhoy is very good.
3091,The safe is very good. . The road is very good. . The badbu is very good.,Behala,Positive,"Safety,Roads,Hygiene",94.0%,06:55 PM,the safe is very good. . the road is very good. . the badbu is very good.
3092,The cctv is very good.,Garia,Positive,Safety,96.2%,06:55 PM,the cctv is very good.
3093,The sanitation is extremely bad.,Newtown,Negative,Hygiene,95.1%,06:55 PM,the sanitation is extremely bad.
3094,The metro is very good.,Sector V,Positive,Transit,99.5%,06:55 PM,the metro is very good.
3095,The bus is extremely bad.,Sector V,Negative,Transit,96.5%,06:55 PM,the bus is extremely bad.
3096,The gandagi is very good.,Newtown,Positive,Hygiene,97.7%,06:55 PM,the gandagi is very good.
